age,height_cm,weight_kgs,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),primary_position,body_type_clean,continent,pace_index,shooting_index,passing_index,dribbling_index,defending_index,physical_index,growth,position_group
33,175.26,72.1,65,65,300000.0,6000.0,Right,1,4,3,RB,Normal,North America,74.5,58.333333333333336,61.333333333333336,63.666666666666664,60.2,64.0,0,Defender
24,185.42,76.2,70,78,2000000.0,5000.0,Right,1,2,1,GK,Normal,Europe,45.5,16.0,19.833333333333332,41.0,15.0,44.75,8,Goalkeeper
34,187.96,76.2,74,74,2800000.0,9000.0,Left,1,2,1,GK,Lean,Europe,31.0,14.5,25.833333333333332,43.0,18.2,55.0,0,Goalkeeper
32,190.5,81.2,67,67,675000.0,6000.0,Left,1,3,2,ST,Lean,South America,48.0,66.16666666666667,39.666666666666664,57.833333333333336,38.4,68.0,0,Attacker
30,152.4,73.9,73,73,2900000.0,18000.0,Right,1,3,3,RB,Lean,North America,73.0,65.66666666666667,69.33333333333333,68.83333333333333,68.8,71.75,0,Defender
21,182.88,77.1,72,80,4600000.0,13000.0,Right,1,3,3,LM,Lean,Europe,75.0,65.0,61.333333333333336,68.33333333333333,39.0,59.5,8,Midfielder
23,195.58,84.8,60,67,210000.0,1000.0,Right,1,3,1,GK,Lean,Europe,43.0,16.0,19.0,36.833333333333336,16.6,49.75,7,Goalkeeper
35,175.26,72.1,77,77,4500000.0,31000.0,Left,1,3,4,RM,Normal,South America,69.5,69.83333333333333,79.0,76.5,48.8,77.5,0,Midfielder
28,190.5,79.8,64,67,375000.0,1000.0,Right,1,2,1,GK,Normal,Europe,33.0,16.0,24.5,36.5,14.0,45.25,3,Goalkeeper
20,187.96,74.8,55,68,130000.0,1000.0,Right,1,2,1,GK,Normal,Europe,35.5,14.833333333333334,21.166666666666668,33.666666666666664,12.8,34.75,13,Goalkeeper
19,175.26,69.9,59,74,300000.0,1000.0,Left,1,2,2,LB,Normal,Europe,65.0,39.0,47.666666666666664,59.5,56.4,56.5,15,Defender
27,154.94,74.8,68,71,925000.0,3000.0,Right,1,4,3,CDM,Normal,Europe,65.5,59.166666666666664,68.83333333333333,69.16666666666667,62.2,70.25,3,Midfielder
27,182.88,73.0,78,78,11000000.0,56000.0,Right,2,4,4,CAM,Normal,Europe,72.0,68.66666666666667,76.33333333333333,75.83333333333333,42.6,63.25,0,Midfielder
25,175.26,74.8,75,80,7500000.0,17000.0,Right,1,2,3,RB,Normal,South America,88.5,45.0,58.833333333333336,71.83333333333333,69.0,80.75,5,Defender
31,187.96,87.1,62,62,190000.0,3000.0,Right,1,3,1,GK,Normal,Europe,44.0,20.666666666666668,18.833333333333332,38.166666666666664,15.8,46.75,0,Goalkeeper
25,154.94,77.1,62,66,400000.0,2000.0,Left,1,3,2,ST,Normal,Asia,70.0,57.166666666666664,43.0,58.666666666666664,30.4,70.0,4,Attacker
27,185.42,67.1,71,72,2800000.0,26000.0,Right,1,3,3,CAM,Normal,North America,70.5,62.166666666666664,65.5,73.5,43.2,54.0,1,Midfielder
28,190.5,83.9,74,74,5500000.0,55000.0,Left,1,3,3,CM,Lean,Africa,63.0,52.166666666666664,64.16666666666667,71.0,75.4,73.75,0,Midfielder
24,152.4,73.9,65,71,750000.0,1000.0,Right,1,4,3,RM,Normal,Europe,84.5,53.166666666666664,53.166666666666664,63.833333333333336,46.2,74.25,6,Midfielder
32,182.88,73.0,69,69,600000.0,3000.0,Right,1,2,2,CB,Normal,Europe,48.0,39.166666666666664,41.333333333333336,50.166666666666664,69.0,73.75,0,Defender
21,185.42,82.1,62,74,475000.0,2000.0,Right,1,2,2,CB,Normal,South America,54.0,33.5,32.833333333333336,43.0,61.8,72.25,12,Defender
19,175.26,73.0,63,80,750000.0,2000.0,Right,1,3,3,CAM,Normal,Europe,74.0,52.833333333333336,52.666666666666664,67.33333333333333,28.0,57.5,17,Midfielder
19,190.5,69.9,57,77,170000.0,1000.0,Right,1,2,1,GK,Lean,Europe,30.5,9.666666666666666,20.0,28.166666666666668,10.8,32.0,20,Goalkeeper
27,152.4,67.1,71,73,2300000.0,5000.0,Left,1,3,3,CDM,Lean,Europe,59.0,49.5,54.666666666666664,67.0,68.0,68.25,2,Midfielder
23,175.26,74.8,62,69,425000.0,2000.0,Right,1,3,2,ST,Normal,Europe,73.5,60.666666666666664,48.833333333333336,62.833333333333336,27.2,60.5,7,Attacker
20,154.94,72.1,55,72,170000.0,1000.0,Right,1,3,2,RB,Normal,Europe,69.5,33.333333333333336,39.333333333333336,55.666666666666664,50.6,65.75,17,Defender
21,187.96,83.0,65,74,725000.0,3000.0,Right,1,2,2,CB,Lean,Europe,66.5,26.666666666666668,44.0,53.166666666666664,64.8,65.25,9,Defender
21,185.42,79.8,58,69,190000.0,1000.0,Right,1,3,2,CB,Lean,Europe,56.0,29.333333333333332,30.0,42.5,58.2,62.5,11,Defender
22,172.72,69.9,63,71,550000.0,1000.0,Right,1,3,2,CM,Normal,Europe,75.0,52.333333333333336,57.0,65.83333333333333,55.8,71.25,8,Midfielder
18,152.4,71.2,75,87,11000000.0,27000.0,Left,1,3,4,LW,Lean,Europe,86.0,65.33333333333333,61.0,78.16666666666667,63.6,64.75,12,Attacker
29,193.04,93.0,66,66,625000.0,3000.0,Right,1,3,2,CM,Normal,Europe,41.5,64.5,55.333333333333336,57.0,49.6,67.0,0,Midfielder
31,190.5,76.2,72,72,2300000.0,27000.0,Right,2,3,2,CB,Normal,Europe,42.5,36.666666666666664,42.0,54.833333333333336,71.4,78.5,0,Defender
19,172.72,59.0,50,69,60000.0,1000.0,Right,1,2,2,CM,Lean,Asia,66.5,44.333333333333336,49.166666666666664,58.0,36.2,42.0,19,Midfielder
22,182.88,73.9,67,75,975000.0,2000.0,Right,1,3,2,CB,Lean,Asia,67.0,26.833333333333332,33.0,52.333333333333336,65.2,72.25,8,Defender
28,182.88,69.9,62,63,290000.0,1000.0,Right,1,3,2,CB,Normal,Asia,66.0,36.333333333333336,45.0,52.166666666666664,61.0,62.5,1,Defender
25,154.94,69.9,67,69,925000.0,4000.0,Right,1,4,3,LM,Lean,Asia,70.0,60.333333333333336,64.33333333333333,64.0,50.6,65.25,2,Midfielder
30,190.5,83.9,72,72,2400000.0,35000.0,Right,1,3,2,RB,Normal,Europe,64.0,51.833333333333336,55.666666666666664,61.833333333333336,72.4,73.25,0,Defender
32,170.18,68.0,63,63,325000.0,2000.0,Right,1,3,2,ST,Stocky,Europe,64.0,51.333333333333336,43.833333333333336,67.16666666666667,46.4,67.25,0,Attacker
28,152.4,83.0,72,72,3100000.0,12000.0,Right,1,4,3,CM,Normal,Europe,68.5,71.16666666666667,71.33333333333333,69.83333333333333,53.6,84.5,0,Midfielder
33,185.42,74.8,59,59,100000.0,3000.0,Right,1,3,2,ST,Lean,Europe,58.5,55.166666666666664,52.333333333333336,58.166666666666664,44.4,67.5,0,Attacker
22,182.88,76.2,75,83,10000000.0,18000.0,Left,1,3,3,RM,Lean,Europe,82.0,74.16666666666667,74.5,72.83333333333333,45.8,67.5,8,Midfielder
19,172.72,64.9,55,66,140000.0,1000.0,Right,1,3,2,CM,Normal,Europe,65.5,48.5,47.166666666666664,51.833333333333336,49.4,63.0,11,Midfielder
28,154.94,72.1,68,68,750000.0,15000.0,Right,1,3,2,CDM,Lean,Europe,60.0,55.0,57.0,63.833333333333336,65.6,74.25,0,Midfielder
31,182.88,82.1,76,76,7500000.0,66000.0,Left,2,3,3,RM,Normal,Europe,63.0,73.83333333333333,78.5,74.16666666666667,45.8,70.5,0,Midfielder
20,170.18,62.1,57,69,190000.0,3000.0,Right,1,2,2,ST,Lean,Asia,61.5,55.166666666666664,44.833333333333336,61.333333333333336,20.8,47.0,12,Attacker
28,182.88,76.2,77,77,9500000.0,31000.0,Right,2,4,4,LM,Normal,Europe,75.0,72.5,74.0,76.0,67.4,68.5,0,Midfielder
19,154.94,69.9,57,73,220000.0,4000.0,Right,1,2,3,LW,Lean,Europe,65.0,58.5,48.5,58.5,34.4,46.25,16,Attacker
31,190.5,76.2,69,69,775000.0,6000.0,Right,1,3,2,CB,Normal,Europe,48.5,36.833333333333336,41.833333333333336,53.0,68.0,73.0,0,Defender
36,182.88,78.9,64,64,160000.0,1000.0,Right,1,4,2,ST,Normal,South America,62.5,62.5,52.666666666666664,55.333333333333336,31.2,64.75,0,Attacker
27,170.18,64.9,76,76,8500000.0,43000.0,Left,1,3,3,RW,Normal,Europe,86.5,70.5,72.83333333333333,78.66666666666667,42.8,69.75,0,Attacker
24,170.18,68.9,87,89,62000000.0,210000.0,Right,3,3,4,RW,Lean,Europe,93.5,75.83333333333333,74.16666666666667,88.0,45.4,56.25,2,Attacker
23,187.96,71.2,53,61,70000.0,1000.0,Right,1,2,1,GK,Normal,Europe,44.0,18.166666666666668,20.333333333333332,38.5,17.8,44.75,8,Goalkeeper
21,154.94,76.2,60,68,260000.0,1000.0,Right,1,3,2,RB,Normal,Oceania,72.0,41.166666666666664,50.5,60.333333333333336,54.0,54.25,8,Defender
32,175.26,69.9,68,68,575000.0,5000.0,Right,1,3,2,RB,Lean,Europe,75.0,55.0,58.5,68.33333333333333,63.8,69.75,0,Defender
26,193.04,89.8,74,77,5000000.0,12000.0,Right,1,2,1,GK,Normal,Europe,37.5,16.5,17.333333333333332,34.333333333333336,14.0,48.5,3,Goalkeeper
32,154.94,69.9,65,65,475000.0,6000.0,Left,1,3,3,RM,Lean,Asia,70.0,61.0,62.0,62.666666666666664,37.6,69.0,0,Midfielder
25,154.94,73.9,55,59,100000.0,1000.0,Right,1,2,2,RB,Normal,Europe,61.5,32.166666666666664,32.833333333333336,47.333333333333336,58.6,61.75,4,Defender
32,182.88,84.8,62,62,170000.0,2000.0,Right,1,3,2,CB,Normal,Europe,52.5,34.833333333333336,34.833333333333336,48.333333333333336,61.0,69.5,0,Defender
22,182.88,71.2,55,61,120000.0,1000.0,Right,1,3,2,ST,Normal,Europe,66.5,52.833333333333336,45.666666666666664,56.166666666666664,23.0,59.25,6,Attacker
21,193.04,87.1,64,72,575000.0,3000.0,Left,1,1,2,CB,Normal,Europe,65.0,32.333333333333336,40.166666666666664,52.0,61.6,74.75,8,Defender
19,195.58,73.0,59,72,260000.0,1000.0,Right,1,2,2,CB,Lean,Europe,61.5,30.166666666666668,32.666666666666664,49.666666666666664,57.8,67.75,13,Defender
35,185.42,79.8,64,64,180000.0,1000.0,Right,1,2,1,GK,Normal,South America,45.0,16.333333333333332,20.666666666666668,37.0,16.2,44.5,0,Goalkeeper
24,190.5,88.9,63,70,375000.0,1000.0,Right,1,2,1,GK,Lean,North America,43.0,22.666666666666668,25.833333333333332,33.333333333333336,11.8,41.0,7,Goalkeeper
27,152.4,71.2,66,66,675000.0,2000.0,Right,1,3,3,ST,Lean,Europe,73.0,61.333333333333336,53.666666666666664,71.66666666666667,33.8,66.75,0,Attacker
27,195.58,93.0,66,67,625000.0,4000.0,Left,1,2,2,CB,Normal,Europe,60.5,30.333333333333332,38.5,55.5,65.6,68.5,1,Defender
26,182.88,69.9,63,65,375000.0,1000.0,Right,1,2,2,RB,Lean,Europe,77.0,37.0,46.5,58.833333333333336,56.6,61.5,2,Defender
29,152.4,77.1,67,67,600000.0,3000.0,Right,1,4,2,LWB,Normal,Europe,76.0,37.833333333333336,51.166666666666664,60.5,60.2,74.25,0,Defender
20,170.18,59.9,51,64,60000.0,1000.0,Right,1,3,2,CDM,Normal,Asia,55.0,38.333333333333336,44.166666666666664,55.666666666666664,45.0,58.25,13,Midfielder
24,170.18,68.0,59,65,180000.0,1000.0,Left,1,2,2,LB,Normal,Asia,73.0,40.166666666666664,49.0,61.833333333333336,52.0,64.0,6,Defender
35,182.88,71.2,64,64,140000.0,1000.0,Right,1,3,2,CB,Normal,Asia,57.0,49.166666666666664,47.0,53.166666666666664,61.2,70.75,0,Defender
28,172.72,66.2,64,64,475000.0,1000.0,Right,1,3,3,CM,Normal,Asia,66.5,55.833333333333336,58.833333333333336,61.166666666666664,60.2,72.0,0,Midfielder
19,167.64,62.1,54,66,120000.0,1000.0,Right,1,4,2,RM,Lean,Asia,68.5,39.0,47.333333333333336,55.166666666666664,41.2,46.5,12,Midfielder
23,182.88,78.0,74,79,6500000.0,10000.0,Right,1,4,3,CDM,Normal,South America,69.0,59.833333333333336,65.16666666666667,70.0,71.6,79.0,5,Midfielder
24,182.88,78.0,63,72,500000.0,3000.0,Right,1,3,2,CB,Lean,South America,75.5,43.666666666666664,48.0,60.166666666666664,59.4,69.25,9,Defender
22,170.18,64.9,65,76,950000.0,1000.0,Right,1,3,3,ST,Lean,South America,80.0,65.0,52.5,67.16666666666667,27.6,46.75,11,Attacker
24,182.88,79.8,65,71,750000.0,1000.0,Right,1,3,3,RM,Normal,Europe,78.0,59.166666666666664,59.666666666666664,59.833333333333336,50.2,67.25,6,Midfielder
30,187.96,68.0,66,66,625000.0,4000.0,Left,1,3,2,ST,Lean,Europe,54.5,64.83333333333333,55.166666666666664,64.83333333333333,39.8,74.75,0,Attacker
34,152.4,69.9,67,67,290000.0,4000.0,Right,2,3,3,RB,Normal,Europe,48.5,63.166666666666664,73.16666666666667,68.16666666666667,67.2,66.5,0,Defender
26,172.72,66.2,66,70,700000.0,2000.0,Left,1,3,3,CDM,Lean,North America,65.5,54.333333333333336,63.666666666666664,70.66666666666667,60.0,59.5,4,Midfielder
25,154.94,82.1,60,65,280000.0,1000.0,Left,1,3,2,LM,Normal,North America,80.5,51.166666666666664,50.333333333333336,57.333333333333336,51.6,65.25,5,Midfielder
31,154.94,71.2,71,71,1600000.0,11000.0,Right,1,4,3,CDM,Normal,Europe,62.0,67.0,68.33333333333333,70.83333333333333,67.8,74.25,0,Midfielder
27,190.5,87.1,71,71,2100000.0,9000.0,Right,1,3,2,CB,Normal,Europe,59.0,34.0,41.166666666666664,50.333333333333336,70.8,71.75,0,Defender
22,185.42,73.9,64,74,725000.0,3000.0,Right,1,3,3,LM,Normal,Europe,72.5,54.666666666666664,54.666666666666664,70.0,38.4,62.5,10,Midfielder
30,193.04,83.9,75,75,4900000.0,20000.0,Left,2,3,2,CB,Lean,Europe,52.0,35.833333333333336,48.166666666666664,57.333333333333336,75.4,69.0,0,Defender
24,175.26,64.0,75,80,9000000.0,13000.0,Right,1,4,3,CM,Normal,Oceania,76.0,60.0,70.0,77.16666666666667,56.8,72.5,5,Midfielder
22,185.42,79.8,63,71,475000.0,1000.0,Right,1,2,2,CB,Normal,Oceania,65.5,25.833333333333332,33.5,56.0,58.8,71.75,8,Defender
22,172.72,58.1,61,70,375000.0,6000.0,Right,1,3,2,CM,Lean,North America,65.5,44.166666666666664,52.166666666666664,65.33333333333333,59.8,62.75,9,Midfielder
32,187.96,88.0,70,70,1000000.0,5000.0,Right,1,3,2,CB,Stocky,North America,46.0,53.166666666666664,41.666666666666664,46.166666666666664,67.8,70.75,0,Defender
27,170.18,67.1,67,68,900000.0,1000.0,Left,1,3,3,CAM,Normal,South America,81.0,61.333333333333336,67.16666666666667,71.33333333333333,38.0,53.75,1,Midfielder
27,172.72,66.2,69,70,1200000.0,20000.0,Right,1,4,3,CM,Normal,Europe,64.5,64.66666666666667,64.33333333333333,68.66666666666667,61.2,70.75,1,Midfielder
26,185.42,81.2,60,65,230000.0,1000.0,Right,1,3,2,CDM,Normal,Europe,50.5,41.0,47.5,54.333333333333336,54.2,70.75,5,Midfielder
20,187.96,79.8,53,62,70000.0,1000.0,Right,1,1,1,GK,Normal,Europe,26.0,10.166666666666666,18.333333333333332,28.166666666666668,10.8,36.75,9,Goalkeeper
20,170.18,63.0,59,70,260000.0,1000.0,Right,1,3,2,LM,Normal,Europe,61.0,55.0,56.666666666666664,54.833333333333336,49.6,52.25,11,Midfielder
18,152.4,59.9,61,76,500000.0,3000.0,Right,1,3,2,ST,Normal,Europe,66.0,56.166666666666664,43.666666666666664,57.833333333333336,27.0,58.25,15,Attacker
26,182.88,79.8,68,71,1100000.0,6000.0,Right,1,3,3,CM,Normal,Europe,66.0,58.333333333333336,63.0,64.66666666666667,63.6,69.25,3,Midfielder
27,190.5,89.8,62,65,260000.0,1000.0,Left,1,3,1,GK,Normal,Europe,32.0,18.333333333333332,24.5,36.833333333333336,14.8,50.75,3,Goalkeeper
22,175.26,66.2,55,66,150000.0,1000.0,Right,1,3,2,CM,Normal,Asia,82.5,40.333333333333336,46.5,61.5,39.2,53.5,11,Midfielder
20,198.12,92.1,63,80,825000.0,5000.0,Right,1,3,2,ST,Normal,Europe,55.0,58.833333333333336,44.833333333333336,57.0,36.0,71.25,17,Attacker
25,175.26,72.1,66,69,800000.0,1000.0,Right,1,2,3,LM,Normal,South America,82.0,62.333333333333336,53.5,69.66666666666667,32.8,69.5,3,Midfielder
25,190.5,81.2,86,91,50000000.0,210000.0,Right,3,3,2,CB,Lean,Europe,84.0,45.666666666666664,57.166666666666664,67.33333333333333,85.4,78.25,5,Defender
32,175.26,69.9,72,72,2700000.0,4000.0,Right,2,4,4,CAM,Normal,South America,73.0,67.83333333333333,68.66666666666667,71.5,28.0,53.25,0,Midfielder
20,175.26,68.0,66,84,1400000.0,2000.0,Left,1,3,3,RM,Lean,Europe,81.0,56.5,53.333333333333336,70.33333333333333,41.0,50.75,18,Midfielder
35,182.88,86.2,67,67,180000.0,4000.0,Right,1,3,2,CB,Normal,South America,39.0,50.333333333333336,47.833333333333336,47.833333333333336,65.8,70.25,0,Defender
29,165.1,66.2,69,69,1100000.0,6000.0,Right,1,2,3,LM,Normal,North America,81.0,62.333333333333336,62.166666666666664,71.16666666666667,39.4,63.75,0,Midfielder
33,152.4,71.2,68,68,525000.0,4000.0,Right,1,3,2,CB,Normal,Europe,59.5,58.0,56.833333333333336,65.66666666666667,63.6,82.0,0,Defender
34,187.96,79.8,73,73,1600000.0,12000.0,Right,2,4,2,CB,Normal,Europe,32.5,58.0,55.166666666666664,53.666666666666664,73.0,64.5,0,Defender
23,187.96,74.8,67,72,1000000.0,4000.0,Right,1,4,3,CAM,Lean,Europe,63.0,68.83333333333333,62.0,63.666666666666664,43.6,71.5,5,Midfielder
20,187.96,83.0,66,79,975000.0,1000.0,Right,1,3,1,GK,Lean,Europe,47.0,10.0,17.5,35.833333333333336,11.4,39.25,13,Goalkeeper
28,185.42,74.8,66,67,525000.0,2000.0,Right,1,3,1,GK,Normal,Europe,39.0,12.833333333333334,18.166666666666668,36.833333333333336,12.4,46.75,1,Goalkeeper
30,152.4,78.9,78,78,9500000.0,26000.0,Right,2,4,3,CM,Normal,Europe,63.5,76.33333333333333,78.0,70.66666666666667,73.2,78.5,0,Midfielder
30,182.88,74.8,65,65,500000.0,2000.0,Left,1,2,2,LM,Normal,North America,75.5,59.666666666666664,59.5,64.0,52.6,72.0,0,Midfielder
33,167.64,64.0,69,69,650000.0,5000.0,Left,1,3,3,RM,Normal,Europe,70.5,64.33333333333333,71.5,75.0,46.6,58.25,0,Midfielder
23,175.26,73.0,72,78,4200000.0,19000.0,Left,1,4,3,CM,Normal,Europe,67.0,58.5,66.83333333333333,73.16666666666667,64.6,68.5,6,Midfielder
23,185.42,74.8,61,69,280000.0,1000.0,Right,1,2,1,GK,Lean,Europe,44.0,17.833333333333332,23.0,41.666666666666664,16.6,45.25,8,Goalkeeper
25,185.42,73.0,56,61,120000.0,2000.0,Right,1,2,2,CM,Lean,Europe,57.5,53.0,54.833333333333336,59.166666666666664,41.2,60.75,5,Midfielder
17,185.42,73.0,50,68,50000.0,1000.0,Right,1,3,2,CB,Lean,Europe,62.0,30.333333333333332,36.666666666666664,46.333333333333336,48.6,57.5,18,Defender
22,172.72,76.2,65,73,800000.0,3000.0,Left,1,3,3,LW,Lean,Europe,81.0,58.166666666666664,59.333333333333336,67.0,30.4,61.25,8,Attacker
30,185.42,78.0,72,72,2400000.0,15000.0,Right,1,4,2,CB,Normal,Oceania,61.5,48.166666666666664,56.0,64.33333333333333,69.2,77.75,0,Defender
20,187.96,79.8,64,72,550000.0,1000.0,Right,1,3,2,CB,Lean,Europe,73.0,35.833333333333336,43.166666666666664,53.5,63.2,60.0,8,Defender
24,154.94,77.1,64,70,625000.0,2000.0,Right,1,3,2,ST,Normal,North America,79.0,61.0,44.5,59.833333333333336,28.6,63.25,6,Attacker
25,172.72,67.1,67,70,975000.0,10000.0,Right,1,3,3,RM,Normal,Oceania,78.5,56.0,55.833333333333336,70.33333333333333,24.2,64.25,3,Midfielder
28,175.26,77.1,60,60,210000.0,2000.0,Right,1,4,2,CAM,Lean,Europe,83.5,52.833333333333336,54.833333333333336,64.83333333333333,48.0,55.0,0,Midfielder
21,187.96,76.2,58,68,200000.0,1000.0,Right,1,3,2,CM,Lean,Europe,62.5,54.0,51.833333333333336,59.333333333333336,43.6,63.5,10,Midfielder
27,182.88,72.1,70,72,1700000.0,5000.0,Right,1,3,2,CB,Lean,Europe,67.0,36.333333333333336,46.166666666666664,58.666666666666664,68.0,75.25,2,Defender
21,154.94,64.0,57,67,170000.0,2000.0,Right,1,3,2,CM,Lean,Europe,61.5,49.5,52.5,62.666666666666664,49.4,56.0,10,Midfielder
30,190.5,86.2,72,72,2000000.0,15000.0,Right,1,2,1,GK,Normal,Europe,33.5,15.333333333333334,17.833333333333332,35.333333333333336,13.8,48.5,0,Goalkeeper
26,154.94,69.9,70,73,2200000.0,5000.0,Right,1,3,4,CAM,Lean,Europe,74.0,60.833333333333336,69.5,71.83333333333333,36.0,64.0,3,Midfielder
33,190.5,82.1,68,68,525000.0,12000.0,Left,1,3,2,CB,Normal,Europe,30.5,35.0,39.666666666666664,48.5,68.0,72.75,0,Defender
25,172.72,69.9,72,77,3500000.0,23000.0,Right,1,4,3,CDM,Lean,Europe,72.0,55.666666666666664,67.0,76.0,62.2,78.0,5,Midfielder
24,187.96,83.9,61,68,260000.0,1000.0,Right,1,2,1,GK,Normal,Europe,46.0,14.333333333333334,17.166666666666668,32.833333333333336,14.4,45.25,7,Goalkeeper
35,152.4,72.1,67,67,375000.0,5000.0,Right,1,4,2,CM,Normal,Europe,48.0,59.833333333333336,55.833333333333336,67.0,70.4,68.5,0,Midfielder
27,152.4,69.9,73,73,4300000.0,13000.0,Right,1,4,4,RM,Normal,Europe,80.5,62.333333333333336,61.666666666666664,76.33333333333333,61.4,75.25,0,Midfielder
25,182.88,77.1,65,72,650000.0,3000.0,Right,1,3,3,CDM,Normal,Europe,62.5,46.5,58.166666666666664,64.66666666666667,58.8,65.5,7,Midfielder
18,172.72,64.9,52,68,100000.0,1000.0,Right,1,3,2,CF,Lean,Asia,59.5,48.333333333333336,42.833333333333336,57.666666666666664,28.6,47.0,16,Attacker
25,170.18,64.9,67,70,800000.0,4000.0,Left,1,3,3,LB,Lean,Asia,74.5,52.666666666666664,65.5,66.0,59.2,68.25,3,Defender
26,187.96,79.8,61,63,325000.0,1000.0,Left,1,2,2,ST,Normal,Asia,54.0,58.333333333333336,37.5,52.833333333333336,31.2,62.5,2,Attacker
29,172.72,76.2,61,61,250000.0,2000.0,Right,1,3,3,LM,Normal,Asia,70.0,64.0,46.833333333333336,62.833333333333336,26.0,53.75,0,Midfielder
23,190.5,78.9,71,76,3200000.0,13000.0,Right,1,3,3,ST,Normal,Europe,75.5,67.83333333333333,58.333333333333336,65.5,46.8,70.0,5,Attacker
21,190.5,77.1,66,79,1200000.0,10000.0,Right,1,3,2,CM,Lean,Europe,65.5,53.0,52.666666666666664,62.5,65.0,78.5,13,Midfielder
23,154.94,79.8,55,65,110000.0,1000.0,Right,1,2,1,GK,Normal,South America,27.5,12.666666666666666,22.666666666666668,29.166666666666668,13.8,41.25,10,Goalkeeper
18,154.94,72.1,51,67,80000.0,1000.0,Right,1,3,2,CM,Lean,Europe,62.5,39.333333333333336,44.666666666666664,50.333333333333336,47.8,57.0,16,Midfielder
24,175.26,68.0,64,71,625000.0,2000.0,Right,1,4,3,CM,Normal,South America,74.5,54.333333333333336,68.0,68.5,50.0,58.0,7,Midfielder
30,175.26,69.9,65,65,550000.0,3000.0,Left,1,3,3,ST,Lean,North America,64.5,64.0,54.166666666666664,66.83333333333333,28.2,56.75,0,Attacker
24,193.04,96.2,71,79,2600000.0,10000.0,Right,1,3,1,GK,Stocky,Europe,65.0,16.666666666666668,20.833333333333332,34.666666666666664,17.4,51.75,8,Goalkeeper
22,182.88,79.8,67,77,1300000.0,1000.0,Right,1,3,3,ST,Lean,Europe,79.5,63.0,56.666666666666664,69.83333333333333,32.6,57.5,10,Attacker
21,185.42,81.2,60,74,425000.0,4000.0,Right,1,3,2,CB,Normal,Europe,54.0,30.0,34.666666666666664,50.333333333333336,58.6,63.5,14,Defender
33,182.88,79.8,70,70,1000000.0,5000.0,Left,2,3,2,CB,Normal,Europe,62.0,65.0,72.0,63.333333333333336,69.4,69.25,0,Defender
30,187.96,81.2,79,80,10000000.0,32000.0,Right,2,3,1,GK,Normal,Europe,48.0,16.0,20.833333333333332,43.166666666666664,15.8,47.0,1,Goalkeeper
25,182.88,74.8,79,86,15000000.0,1000.0,Right,1,3,4,CDM,Lean,Europe,76.0,62.166666666666664,71.83333333333333,75.83333333333333,76.2,71.5,7,Midfielder
29,154.94,62.1,72,72,3200000.0,8000.0,Right,1,3,2,ST,Normal,Europe,81.0,68.16666666666667,51.5,68.16666666666667,45.2,77.25,0,Attacker
35,185.42,79.8,68,68,210000.0,2000.0,Right,1,2,1,GK,Normal,Europe,40.5,19.333333333333332,21.833333333333332,40.833333333333336,11.2,52.75,0,Goalkeeper
21,187.96,87.1,67,77,950000.0,3000.0,Right,1,3,1,GK,Normal,Europe,33.5,18.333333333333332,20.333333333333332,40.166666666666664,15.6,43.25,10,Goalkeeper
22,182.88,73.0,57,66,160000.0,1000.0,Right,1,2,2,CM,Normal,Europe,64.0,50.0,54.0,58.0,49.4,56.75,9,Midfielder
28,175.26,74.8,69,69,875000.0,4000.0,Left,1,2,3,LB,Normal,South America,74.0,53.166666666666664,59.833333333333336,69.5,63.4,67.75,0,Defender
19,152.4,73.0,61,79,525000.0,3000.0,Right,1,3,2,ST,Lean,North America,68.0,57.0,43.666666666666664,60.0,22.8,57.0,18,Attacker
21,193.04,74.8,62,75,475000.0,1000.0,Right,1,2,1,GK,Lean,Europe,25.5,10.333333333333334,18.333333333333332,29.333333333333332,12.2,33.5,13,Goalkeeper
20,182.88,77.1,58,66,160000.0,1000.0,Left,1,3,2,CB,Normal,Europe,64.0,29.333333333333332,33.166666666666664,42.166666666666664,58.6,62.0,8,Defender
20,185.42,81.2,71,83,3600000.0,4000.0,Left,1,4,2,CB,Normal,Europe,66.0,29.666666666666668,54.666666666666664,55.833333333333336,70.8,70.5,12,Defender
27,154.94,72.1,72,72,3300000.0,31000.0,Right,1,3,4,LM,Normal,Europe,81.5,60.166666666666664,63.0,73.5,38.4,60.0,0,Midfielder
35,187.96,71.2,78,78,5500000.0,18000.0,Left,3,3,4,ST,Normal,Europe,54.5,81.5,77.83333333333333,76.66666666666667,37.6,52.5,0,Attacker
30,185.42,69.9,74,74,5500000.0,26000.0,Right,2,4,3,ST,Lean,Europe,63.0,74.66666666666667,65.33333333333333,70.66666666666667,44.8,67.25,0,Attacker
24,195.58,86.2,65,70,600000.0,2000.0,Left,1,3,2,LB,Normal,Europe,65.5,42.333333333333336,55.666666666666664,56.166666666666664,63.4,73.25,5,Defender
29,152.4,93.0,77,77,9000000.0,27000.0,Right,1,4,3,ST,Stocky,South America,67.5,74.66666666666667,53.0,73.16666666666667,35.0,76.25,0,Attacker
30,187.96,83.9,74,74,5500000.0,19000.0,Left,2,2,4,CAM,Lean,South America,60.5,70.66666666666667,74.83333333333333,71.5,52.8,68.75,0,Midfielder
